train_id,name,item_condition_id,category_name,brand_name,price,shipping,item_description
1013,Affliction Shirt Red Medium,2,Women/Tops & Blouses/T-Shirts,Affliction,12,1,"Affliction top Red and black with ""dirty"" effect Shirt is like new Slits down back Size Medium I MARK MY ITEMS LOW FOR QUICK MOVEMENT, not because they are not quality. ?|?|? CHECK OUT MY OTHER LISTINGS, SAVE ON SHIPPING :)"
1014,Harley Davidson dog tags,3,Vintage & Collectibles/Jewelry/Necklace,Harley-Davidson,20,1,Harley Davidson dog tags. Necklace and keychain. Authentic Harley Davidson.
1016,Men's Vans Tank Top,3,Men/Tops/Tank,VANS,9,0,Men's burgundy Vans tank top. Good condition no visible flaws. Size medium.
1017,Dress,3,"Women/Dresses/Above Knee, Mini",Charlotte Russe,11,0,Boho Design Halter Top dress Cute brown belt
1018,Men's TOMMY BAHAMA SHIRT L,3,Men/Tops/Button-Front,Tommy Bahama,14,0,"100% silk Size Large No stains, holes, or missing buttons Dark Blue"
1019,B&BW Aromatherapy Jasmine Vanilla Bundle,1,Beauty/Bath & Body/Bath,Bath & Body Works,26,0,Product never used. Body Lotion 6.5 fl oz Sugar Scrub 13oz Hand Soap 8 fl oz
1020,Mary Kay Waterproof Eyeliner,1,Beauty/Makeup/Eyes,Mary Kay,11,1,#NAME?
1026,Free people changing times top,2,Women/Tops & Blouses/Blouse,Free People,27,0,Size small. bNWOT. Never worn.
1030,White Chuck Taylor Converse All Stars,2,Women/Shoes/Fashion Sneakers,Converse,16,0,"These are really nice, popular shoes and a size 6 U.S. I'm putting them up for [rm] but you can give me an offer."
1034,Brown women's boots,3,Women/Shoes/Boots,Maurices,20,0,Maurice's size 9. Dark brown.
1035,American Eagle tank,3,"Women/Tops & Blouses/Tank, Cami",American Eagle,8,1,Size Large good condition
1038,RUBY WOO MAC LIPSTICK,1,Beauty/Makeup/Lips,MAC,10,1,"Formulated to shade, define and showcase the lips. Hundreds of hues, high-fashion textures. The iconic product that made M¡¤A¡¤C famous. This product is brand NEW and in its original packaging. All Mac LIPSTICKS prices are firm and top quality is guaranteed. Serious buyers only please :)"
1042,???SALE??? JUICY COUTURE TOGGLE NECKLACE,2,Women/Jewelry/Necklaces,Juicy Couture,61,0,"Brand new without tag, never worn Gold Authentic Rare"
1043,Infant Jordan 11 72-10,1,Kids/Boys 0-24 Mos/Shoes,Nike,46,0,"Never worn, og all. Size 3c. Yes it has box and hat."
1047,[rm] Michael Kors Handbag MK Purse Bag,1,Women/Women's Handbags/Shoulder Bag,Michael Kors,129,1,LAST 1! / Guaranteed authentic 38S7CTTT2L / Retail: [rm] / Model: JET SET / ITEM MD TOTE / Coral Reef / Genuine leather / Gold hardware 14 long / 16 Tall / 14 wide open (Large) Rare find / New with Michael kors care card and UPC tag / UPC: 190864437682 / FREE usps Shipping and tracking / Shipped same business day
1048,Makeup Case,2,Women/Women's Handbags/Cosmetic Bags,MAC Cosmetics,15,1,In really really good condition. Very durable
1049,WHBM Perfect Form Slim Ankle 2S Pants,3,Women/Pants/Dress Pants,White House Black Market,10,0,GUC royal blue pants by White House Black Market Slim ankle size 2 short; silver accents
1050,2 shots for toddler boys,3,Kids/Boys 2T-5T/Bottoms,Osh Kosh B'gosh,9,0,Plaid and sea green Guc [rm] for all [rm] for a pair Waist adjustable Smoke and pet free home ?? bundle and save
1051,Sequin & Mesh V-neck Romper,1,"Women/Dresses/Above Knee, Mini",Charlotte Russe,24,1,"Condition: New, Never worn, tag still attached Size: Small, may fit medium Brand: Charlotte Russe Material mesh outer layer, sequins, 96% polyester 4% spandex Perfect for evening wear, going out Original price: [rm] I'm 5'3"" 105 lbs and this was just a bit too loose for me. Although it is small, I think this would fit a medium better."
1054,Kenneth Cole Reaction Bla Leather Jacket,3,Women/Coats & Jackets/Other,Kenneth Cole New York,60,1,"This LARGE versatile, black leather jacket is preloved, but, in Excellent condition. No tears on the inside, or the pockets! Great to wear with a dress and Converse or with a cool pair of jeans!"
1058,Timberland boots,3,Men/Shoes/Boots,Timberland,81,0,Good condition
1061,Express Black Sheer Panel Midi Skirt,2,Women/Dresses/Mid-Calf,Express,23,1,-no flaws -size 4 (fits a small) -black circle midi skirt with sheer panel -zipper and clasp closure
1067,32ddd body by Victoria demi,3,Women/Underwear/Bras,Victoria's Secret,25,1,Worn once body by Victoria lined Demi. Not negotiable
1072,Origins facial treatment sample set,1,Beauty/Skin Care/Face,Origins,14,0,New never used
1074,Authentic dooney vintage tote,3,Women/Women's Handbags/Totes & Shoppers,Dooney & Bourke,16,0,Pet and smoke free black and brown trim
1077,YM - Boys Under Armour,2,Sports & Outdoors/Apparel/Boys,Under Armour,12,1,Lightweight hooded shirt. Excellent shape. Like new condition.
1079,[rm] TONITE ONLY 8oz PHILOSOPHY CLEANSER,1,Beauty/Bath & Body/Cleansers,Sephora,20,1,New and sealed cleanser. Deep clean pores and eliminates make up build up. Great for sensitive skin.
1080,**NEW** & Authentic Swamp Queen,1,Beauty/Makeup/Makeup Palettes,Tarte,34,1,"Never swatched. Last one on hand. Retails [rm] plus tax. Including free ship so price is firm. I can provide proof of authenticity if need be. Tarte, makeup, makeup palettes, authentic, eyeshadow palette,"
1083,Benefit travel size 3 pack highlight kit,1,Beauty/Makeup/Face,Benefit,9,1,Benefit Highlighters travel size High beam Sun beam Watts up New in box never used
1091,New Skincare + Makeup Bundle,1,Beauty/Makeup/Makeup Sets,Sephora,17,1,"Bundle of Brand new makeup + Skincare. Details: -- Fresh Rose Face Mask, .5 oz Infused w/ Real Rose Petals Hydrates & Ton Good/safe for all skin types Allure & TotalBeauty Award Winner! A cult-favorite hydrating &toning gel mask Retails for [rm] -- Stowaway Cosmetics From Dusk Til Dawn Eyeshadow Palette Full size! Compact comes with mirror and mini dual ended Brush Retail [rm] --- {+ Bundle discount, combined shipping} From smoke free home"
1105,American Girl dolls (3),4,Kids/Toys/Dolls & Accessories,American Girl ?,95,1,They are in need of tender loving care
1107,Shakeology sample pack of 3.,1,Other/Daily & Travel items/Sports Nutrition,BB,19,0,"3 single servings of shakeology. Flavors are cafe latte, vanilla, & chocolate. (One of each.) I'll send some free recipes too."
1113,Under Armour Women's Tank Top,1,Women/Athletic Apparel/Shirts & Tops,Under Armour,10,1,Under Armour Women's Tank Top Brand new size small
1118,American Eagle smiley jeans size 20,1,"Women/Jeans/Slim, Skinny",American Eagle,15,1,"Size 20 but the material is very stretchy, jeans are new with tags never worn I bought these but they are to big."
1120,Limited Edition - COACH,3,Women/Women's Handbags/Totes & Shoppers,Coach,66,0,Its gorgeous.. The pictures do not do it justice! Number 18770. Dark Cherry. Its in great condition on outside looks damn near brand new on inside. Totally a steal! I paid 350 bucks for it last year used it maybe 10 times.
1123,GIORGIO ARMANI S¨¬ Eau de Parfum,1,Beauty/Fragrance/Women,Georgio Armani,12,1,"This listing is for: Brand New 0.24 oz GIORGIO ARMANI S¨¬ Eau de Parfum ( no box) Experience S¨¬, by Giorgio Armani. This luminous fragrance has been created for the modern woman who's strong yet feminine, sophisticated yet charismatic. She embodies the very essence of chic Italian elegance and style. Free Shipping ?Bundle and Save [rm] on your 2nd Item ?All Items are Brand New and Authentic ?Sorry, No Holds ?Thank you"
1124,Faux Fur Lined Jacket,2,Women/Coats & Jackets/Other,YMI,22,1,"Such a stylish jacket! The faux fur that lines the jacket and hood is so soft! NWOT, never worn. YMI is a juniors brand so keep that in mind. PRICE IS FIRM"
1125,Eye Makeup Bundle,1,Beauty/Makeup/Eyes,Tarte,25,1,"x2 Tarte Lights, Camera, Lashes Liner x1 Anastasia Beverley Hills Pink Champagne Eye Shadow You can buy separately but it will be more than if it was in a bundle. Liner ranges from [rm]-[rm] in stores and eyeshadow ranges from [rm]-30 in stores."
1130,Gilly Hicks Bralette Bundle,3,Women/Underwear/Bras,Gilly Hicks,7,1,both great condition and lightly worn. White is S and fits XS. Pink is S and fits XS. No wear except i cut the tag out of pink one due to irritation.
1134,Hello Kitty Makeup Box,4,Beauty/Tools & Accessories/Makeup Brushes & Tools,Hello Kitty,11,0,"Used,in great shape."
1138,Samsung Galaxy s5 Otterbox,3,"Electronics/Cell Phones & Accessories/Cases, Covers & Skins",Samsung,16,0,Pink and white Samsung galaxy s5 otter box in basically new condition. All the clasp on the white protective piece of the case are intact non are Brocken. The headphone cover is still attached as well. Great case just got an iPhone 5 so don't need this case no more. Message me for more information
1139,Guess Body Chain Jewelry,2,Women/Jewelry/Necklaces,GUESS,10,1,NWOT Never worn Silver
1142,Lokai bracelet,1,Women/Jewelry/Bracelets,Lokai,14,0,Brand new! Size small.
1146,UGG Beanie,1,Women/Women's Accessories/Hats,UGG Australia,20,0,"Cozy UGG beanie, they have soft fleece on the inside to keep you warm and cozy all winter long. Color: Pink and brown N O T A. U. T. H. E. N. T. I. C."
1160,Cute rain drop lamp,1,Home/Home D¨¦cor/Lamps& Accessories,Target,75,0,No description yet
1161,HOLD Gillette Venus Razor Bundle,1,Other/Daily & Travel items/Personal Care,Gillette,15,1,Bundle includes: 1 Gillette Venus Embrace Razor + Cartridge 4-pack refill cartridges
1162,PFG top,2,Women/Athletic Apparel/Shirts & Tops,Columbia,14,0,"Coral color, never worn, short sleeve"
1171,Beautiful Lularoe Chevron Sarah,3,Women/Sweaters/Cardigan,LuLaRoe,74,0,Lularoe Chevron Sarah Large EUC
1172,VS PINK thong panty,2,Women/Underwear/G-Strings & Thongs,Victoria's Secret,7,1,"Color is more neon nector than pink, pics are deceiving. Cool detail on band, mesh logo lettering Bought, removed tag, tried on, didn't fit, washed, listed."
1175,Bath & Body Works WATERMELON LEMONADE,1,Beauty/Skin Care/Body,Bath & Body Works,26,1,NEW! 3 Bath & Body Works WATERMELON LEMONADE FINE FRAGRANT MIST 8 OZ. SOLD AS SET ONLY!
1179,VICTORIAS SECRET PINK BUNDLE,1,Women/Tops & Blouses/T-Shirts,PINK,110,1,Super cute
1191,Acacia bundle,1,Women/Swimwear/Two-Piece,Acacia Swimwear,120,1,No description yet
1194,Geniune Michael Kors hand bag,3,Women/Women's Handbags/Shoulder Bag,Michael Kors,50,1,Authentic Michael Kors leather hand bag with logo charm. Hand bag does not come with a body strap. Retails for [rm]. 00
1196,Kate Spade Gia Mavis St Glitter Bug,2,Women/Women's Handbags/Cosmetic Bags,Kate Spade,20,1,Authentic Kate Spade Blue Glitter Gia Mavis NEW without tags. No scratches
1204,Maurice's premium denim,1,Women/Jeans/Boot Cut,Maurices,16,0,Women's size 7/8 new without tag
1205,Harley Davidson Lace Up Shirt MEDIUM,2,Women/Tops & Blouses/T-Shirts,Harley-Davidson,13,0,"Harley Davidson Lace up 3 quarter sleeve shirt NWOT Hi! I'm Jessica ?I accept bundle deals but not getting a big discount! I already have prices low! ?NO free shipping! I pay for the supplies and gas to mail it, you pay the 4 to receive. I don't just get free supplies. ?SMOKE FREE HOME! ?Ships same day! ?Weekends within 48 hours typically! ?NO HOLDS! ?Please always read discriptions! Remember you are on a RESALE site, therefore if it is not nwt/nwot on item, it won't look straight out of store! If you have any questions feel free to message me"
1211,Adidas Selley size 10,3,Men/Shoes/Athletic,Adidas,26,0,"Great fit, comfortable. Worn maybe 3,4 time's. 9/10 Almost a new shoe Make an offer"
1217,Cream Satin Button Down Blouse NWT,1,Women/Tops & Blouses/Button Down Shirt,FOREVER 21,18,1,Brand new! 100% polyester! Bundle and save even more! [rm] shipping included in price
1223,Nicole by Nicole Miller Black Handbag,2,Women/Women's Handbags/Shoulder Bag,Nicole Miller,26,0,"10""x14""x6"" or 21"" tall with handles. Excellent condition with double straps and two compartments divided by a zippered compartment. Two zippered pockets on the front and one on the back plus two pockets on either end. Silver hardware."
1225,Rae Dunn Thankful mug-RESERVED FOR AINE!,1,Home/Kitchen & Dining/Coffee & Tea Accessories,Rae Dunn,9,0,No description yet
1227,Ps2 slim,3,Electronics/Video Games & Consoles/Consoles,Sony,39,0,Sony ps2 slim it works also comes with a memory card and three controllers
1230,Women's Plus Size,1,Women/Dresses/Knee-Length,Derek Heart,22,0,"NWT Very Pretty Black & White Sweater Dress, nice thick material size 2X"
1231,Body by Victoria Wireless Bra 36B,2,Women/Underwear/Bras,Victoria's Secret,16,0,Black wireless bra. 36B Body by Victoria. Never worn. Victoria's Secret Bra.
1232,sleep shorts,2,Women/Athletic Apparel/Shorts,PINK,11,0,No description yet
1235,Pandora bracelet,3,Women/Jewelry/Bracelets,PANDORA,40,1,Size 17
1236,Bratz Wild Life Safari Nevra,1,Kids/Toys/Dolls & Accessories,MGA Entertainment,36,0,No description yet
1237,New Balance 990,3,Men/Shoes/Athletic,New Balance,30,0,No description yet
1241,ELF EYELINER BRUSH!!,1,Beauty/Tools & Accessories/Makeup Brushes & Tools,e.l.f.,3,1,This elf eyeliner brush is a refined gentle brush tip helps to reach the inner and outer lash line use with both wet and dry products! #PlayBeautifully #ElfCosmetics.com
1243,Creme button crop top and long sleeve,3,"Women/Tops & Blouses/Tank, Cami",FOREVER 21,12,0,3 Button White crop top size small Bundle
1247,Nike 9 Men's Air Max 90 black ltd 95,2,Men/Shoes/Athletic,Nike,31,0,"Nike Air Max 95 black and Volt green in men's size 9. Condition : 9.0/10 Few scuffs on the bubble part shown in pictures, otherwise all of the style is still there with no other flaws or imperfections."
1253,AF tank,2,"Women/Tops & Blouses/Tank, Cami",Abercrombie & Fitch,8,1,Nwot
1257,"Disney 16"" Doll MULAN & POCAHONTAS",1,Kids/Toys/Dolls & Accessories,Disney,45,0,"Brand new and never opened! Disney animators' doll series. Price is firm, if you get 2 or more, I can do combine shipping, saving a few $$. ****Bundle for Kristi Ort****"
1260,Mickey Mouse High Waist Shorts,2,Women/Athletic Apparel/Shorts,FOREVER 21,9,0,Worn once. Minimal fading. Size 27
1263,Floral corset top,2,"Women/Tops & Blouses/Tank, Cami",Charlotte Russe,19,0,Super cute corset too! Zips up the side.
1265,NWOT lularoe 2xl Randy,2,Women/Tops & Blouses/Tunic,LuLaRoe,36,0,I took the tags off before I tried it on. The randy style shirt just does not fit me. :(
1270,Lululemon tank size 8,3,"Women/Tops & Blouses/Tank, Cami",Lululemon,11,0,No description yet
1271,Elf makeup bundle,2,Beauty/Makeup/Makeup Sets,e.l.f.,18,0,Originally [rm] selling for [rm]. Pallets haven't been swatched and stuff is NIB
1272,Lululemon Studio Racerback,1,"Women/Tops & Blouses/Tank, Cami",lululemon athletica,29,0,Brand new size 8 lululemon racerback tank! Absolutely love the colors but it's too small:/ I got it as a gift but I sadly need a 10 for it to fit comfortably
1275,COACH JAQUARD LEATHER ENVELOPE WALLET,3,Men/Men's Accessories/Wallets,Coach,10,0,"Pre-Owned, gently used with light discoloration. Leather trim. Organizer, check holder. Measurements Hx4"" Lx7.5"""
1278,Matte Foundation,3,Beauty/Makeup/Face,No7 Make-up,8,1,Love how this goes on but it's just not the color for me! The shade is Honey. I've only used this 2 times.
1280,Miu Miu EDP 3pc Gift Set,1,Beauty/Fragrance/Women,MIU MIU,72,1,"New Authentic Miu Miu 3pc Gift Set includes 3.4 oz Eau de Parfum Spray, 3.4 oz Perfumed Body Lotion and miniature eau de Parfum splash"
1281,"Nike KD 8 ""Blackout"" Size 10",1,Men/Shoes/Athletic,Nike,60,1,Size 10 Brand New In Box Purchased from a Nike factory store Comes in half box.
1283,Vera Bradley diaper bag,2,Women/Women's Handbags/Shoulder Bag,Vera Bradley,50,0,Price firm. Vera Bradley Diaper bag. Can be used for many different things. Excellent condition. Pockets on three sides and storage in the front.
1284,Jordan Flights SZ 7Y = 8.5 In Womans,3,Women/Shoes/Athletic,Nike,29,1,Like these sneakers? Check out my page by clicking on my profile. I have many more sneakers there. All different Sizes.
1285,#WOMENS ESSENTIAL TEE #NIKE SZ L,3,Women/Tops & Blouses/T-Shirts,Nike,14,0,MINIMALLY FASHIONABLE... UNIQUE COLORS. GREAT CONDITION ... #KPV #CLASSIC FAVES
1291,American Girl Cheerleader Outfit,3,Kids/Toys/Dolls & Accessories,American Boy & Girl,13,1,"Very good used condition American Girl Cheerleader outfit. Comes with all pieces shown, no box."
1298,Fuchsia pumps & bracelet,3,Women/Shoes/Pumps,Hillard & Hanson,17,0,"Good condition size 7. W/O box, Bundle and save on shipping! Let me know before you buy. Thanks"
1302,jordan 12 vivid pink,1,Kids/Boys (4+)/Shoes,Nike,186,0,"brand new , never worn size 7 in kids , so they'll fit a women's 8-9"
1310,Ralph Lauren Beige Cap.,1,Men/Men's Accessories/Hats,Ralph Lauren,30,1,"Brand new cap polo RL. I literally just got it, but I realized I don't really need it, I have a cap with a similar color. I was going to return it, but Polo RL is charging me for a restocking fee... So, yeah."
1311,Under Armour Pink Pullover,2,Women/Athletic Apparel/Jackets,Under Armour,19,0,"Like new condition, quarter zip, women's Medium, super cute *Bundle on any item and get same amount shipping!*"
1312,Dragon Age Inquisition PS4 LIKE NEW,3,Electronics/Video Games & Consoles/Games,Sony,12,1,Almost perfect copy of the Dragon Age Inquisition Very competitive pricing!
1317,BARESKIN || PURE BRIGHTENING FOUNDATION,1,Beauty/Makeup/Face,Bare Escentuals,19,1,"BARESKIN SERUM FOUNDATION SPF 20 COLOR: 14 BARE CARAMEL Clinically proven tone-correcting mineral foundation and brightening serum in one. Ultra-thin, skin-perfecting fluid provides seamless adjustable coverage, a natural finish and the look and feel of beautiful skin while delivering a noticeably more youthful appearance. Clinically proven to improve the appearance of dark spots. Coconut-derived base with jojoba-coated mineral pigments Lilac Plant Stem Cells and Vitamin C help to reveal brighter skin"
1321,NIP Victoria's Secret pink sunglasses,1,Women/Women's Accessories/Sunglasses,PINK,10,1,Brand new in package. No trades
1324,Steph Curry Jersey,1,Sports & Outdoors/Fan Shop/NBA,Adidas,34,0,brand new
1327,L Lularoe Perfect Tee,1,Women/Tops & Blouses/Tunic,LuLaRoe,30,1,This item runs large
1328,Crocs Keeley Frozen Elsa flats shoes 8,3,Kids/Girls 2T-5T/Shoes,Crocs,9,0,Crocs Disney Featuring Elsa and Anna Great condition. Size 8 Smoke free and pet free home
1334,Authentic Louis Vuitton Mini Lin,3,Vintage & Collectibles/Bags and Purses/Handbag,Louis Vuitton,306,0,Louis Vuitton Speedy 30 M.M. Lin Ebene. Good condition. Dust bag and lock and key included. Date code 658080. No receipt.
1336,Hollister crop top,2,Women/Athletic Apparel/Shirts & Tops,Hollister,8,0,Size small Only worn once
1341,vans cropped shirt,2,Women/Tops & Blouses/T-Shirts,VANS,11,0,super cute great condition. size small
1343,NWT Francesca's Eyelet Blue Blouse,1,Women/Tops & Blouses/Blouse,Francesca's Collections,29,0,NWT. size small. Originally [rm]. Eyelet pattern in blue. There's wiring on the top so it stays in that position. It's off the shoulder
1344,Lularoe Black TC Leggings,3,"Women/Athletic Apparel/Pants, Tights, Leggings",LuLaRoe,22,1,Worn and washed once per directions. Black tc lularoe leggings made in Indonesia. Fits women's sizes 12-18.-
1345,Yugioh 2x Aleister The Invoker,2,Kids/Toys/Games,Konami,3,1,Selling 2x Aleister the Invoker Super Rare Yugioh Cards! In NM/M condition. From Fusion Enforcers!! Tags: movies collection Collectibles art Pop Funko marvel Yugioh legends games PS4 Xbox DC comics sports box deck pack
1347,Jordan 1 mid,3,Kids/Boys 2T-5T/Shoes,Nike,20,0,Size 8c. Worn twice. The pics don't do justice but they really look brand new.
1348,XS PINK,4,Women/Underwear/Bras,PINK,7,0,Gently used size xs
1349,Patagonia vintage mens turtle fleece MED,3,Men/Coats & Jackets/Fleece Jacket,patagonia,75,1,"Size medium good to great vintage condition.. No rips, stains or tears! Men's size medium"
1354,Nuk 6-18 months,1,Kids/Feeding/Pacifiers & Accessories,Nuk,7,0,Create a bundle to save on shipping
1360,Diamond Studded Earring,1,Women/Jewelry/Earrings,Claire's,11,0,Brand new never opened. The gauge is 16g and can be used as a cartilage piercing.
1361,BRAND NEW UGGS KIDS,2,Kids/Girls 2T-5T/Shoes,UGG Australia,67,1,"AUTHENTIC BRAND NEW, bought in nordstrom for 95 dark pink close to burgundy just wrong size for my niece so theres no more point on keeping them"
1363,Dress,1,Women/Dresses/Full-Length,LuLaRoe,31,0,Ana dress to long for me Im short
1365,Nike camo full leggings new,1,"Women/Athletic Apparel/Pants, Tights, Leggings",Nike,33,0,"Size XS women's NEW with tags Retail [rm] firm price no Free shipping I have a lot of Nike deals, visit my closet"
1366,OshKosh B'gosh baby boots,2,Kids/Boys 0-24 Mos/Shoes,Osh Kosh B'gosh,9,1,Never worn but has no tags. Super comfy crib shoes!
1367,Jean capris,2,"Women/Jeans/Capri, Cropped",American Eagle,12,0,Jean capris. Very comfortable Look best when rolled up at the bottom!
1368,New Pandora Wisdom,1,Women/Jewelry/Bracelets,PANDORA,28,1,Authentic and in new condition. Free shipping. Comes Pouched. Firm unless bundled. For Essence style bracelets only. Not for Moments bracelet. Check out my other Pandora Items for addition [rm] off other purchases on the same shipping day. Priced competitively. Boxes are additional [rm]. Fast shipper and high rated!
1369,Kat von D liquid lipstick,1,Beauty/Makeup/Lips,Kat Von D,22,1,Brand new in box Lolita Tattoo trooper
1371,LANYARD bundle ??7,1,Women/Women's Accessories/Wallets,PINK,17,0,This listing comes with EVERYTHING pictured if you would like to add to your order then be sure to let me know before you purchase to make it easier for me. I'm My prices are 100% firm I offer no bundle discount due to already rock bottom prices. You can bundle to save on shipping
1373,New! Heavenly Stardust Dream Angels,1,Beauty/Fragrance/Women,Victoria's Secret,76,1,Rare Victoria's Secret 8.4oz Sheer Fragrance Mist 2 Bottles
1378,Victoria Secret Oversized Sweater,2,Vintage & Collectibles/Clothing/Sweater,Victoria's Secret,29,0,Very cute and comfy boatneck sweater. I have tried it on once. Just hangs in my closet. Like new
1381,LulaRoe OS fox face legging,1,"Women/Athletic Apparel/Pants, Tights, Leggings",LuLaRoe,28,0,"Brand new LulaRoe One size grey fox face leggings ~smoke free ~quick shipping ~please ask any questions ~check out my other items Tags:LLR, animals, gray"
1386,Black matte Hunter boots,3,Women/Shoes/Boots,Hunter,74,0,Size 5 black matte boots. Left buckle is missing but can be easily covered with Hunter socks. Great condition.
1387,Wolf Amiibo and collector box.,1,Electronics/Video Games & Consoles/Accessories,Nintendo,20,0,No game. Wolf Amiibo is brand new in packaging.
1389,NIKE Dual Fusion Men Shoes Sneakers,3,Men/Shoes/Athletic,Nike,26,0,"10.5 US, 44.5 EUR Size Sneakers."
1391,Black Nixon Time teller watch,3,Men/Men's Accessories/Watches,Nixon,39,0,"Nixon watch, don't use it anymore, has some scratches but not that noticeable 8/10"
1393,Rae Dunn Bridesmaid Mug,1,Home/Kitchen & Dining/Coffee & Tea Accessories,Rae Dunn,26,0,New mugs lot of 3
1394,Tom's desert booties,2,Women/Shoes/Boots,TOMS,46,0,"Toms wedge booties comes with toms bag...in excellent like new condition , tried on once indoors, too big for my foot, suede leopard print on the outside with denim chambray, lining on the inside"
1395,Kendra Scott Brynn Pyrite Gold Bracelet,2,Women/Jewelry/Bracelets,Kendra Scott,69,1,Kendra Scott Brynn Bracelet in gold and pyrite Great condition! Comes with the KS pouch
1396,Ugg pink bailey button infant sz 10,3,Kids/Girls 2T-5T/Shoes,UGG Australia,51,0,"No free shipping. I will gladly combine to save on shipping cost. From a clean smoke free pet friendly home. Barely worn. Light marks on fron. No tears or oders. All fur is still fluffy, including soles. Always worn with socks."
1403,Bayern Munich Schweinstieger 14/15 Away,2,Men/Athletic Apparel/Jerseys,Adidas,20,0,No description yet
1405,smashbox liquid lipstick in demand,1,Beauty/Makeup/Lips,Smashbox,15,0,never used or swatched
1407,Brandy Melville Babydoll Dress,2,"Women/Dresses/Above Knee, Mini",Brandy Melville,14,1,No description yet
1408,Men's Nike shirt,3,Men/Tops/T-shirts,Nike,34,0,"Men's Nike shirt. Black . Used once, can barely tell been used"
1411,White tie up heels,2,Women/Shoes/Pumps,Charlotte Russe,15,0,"White tie-up heels, zip up in back, size 10, new, absolutely beautiful!"
1412,Crayola Marker Airbrush,1,Kids/Toys/Arts & Crafts,Crayola,14,0,Minions Airbrush spray art
1414,Cute Nike boy baby shoes!,2,Kids/Boys 0-24 Mos/Shoes,Nike,25,1,So cute!!! Great condition! Bought for 40$ it's already half the price! Only worn 2 twice
1417,NWT Lilly Pulitzer Lydia Dress,1,"Women/Dresses/Above Knee, Mini",Lilly Pulitzer,65,1,"Brand new super cute swing dress in size small. Retail, [rm]."
1425,Thunder leash,2,Other/Pet Supplies/Dogs,PetSmart,21,0,No description yet
1426,Pok¨¦mon TCG Ho-Oh EX,3,Vintage & Collectibles/Trading Cards/Animation,Pokemon,6,1,Pokemon Single Card in VLP/NM condition. Feel free to bundle with other cards!
1427,Laser Hair Removal -BellaFlash bySilk'n,1,Beauty/Skin Care/Body,Sephora,100,1,"BellaFlash by Silk'n Brand New Never Used 1 Pre-Installed Lamp Cartridge Virtually A Lifetime of Use! Instructional DVD, User Manual, A/C Power Adaptor Tired of razor burns, nicks, ingrown hairs, and irritated skin? BellaFlash by Silk'n brings professional hair removal results to the comfort of your home. BellaFlash comes pre-loaded with enough flashes to completely remove hair from your entire body for life! Large treatment spot size for varied use; full legs can be treated in less than 30 minutes, underarms in less than a minute! Most people experience a warm, tingly sensation and no pain with each pulse. Energy levels can be adjusted to suit your comfort level. SAFE: Tested and approved by top dermatologists and plastic surgeons to meet their safety standards for a home-use device. FDA and Health Canada cleared for at-home use. Hair Sephora ultra spa salon hair removal at home spa skincare makeup cosmetics beauty urban decay jeffree star Kylie cosmetics"
1432,Stussy Mens shirt large skateboard skate,2,Men/Tops/T-shirts,St¨¹ssy,11,1,Worn once. Great condition
1434,Coach ring,2,Women/Jewelry/Rings,Coach,21,0,Size 7
1435,Sz M Pink Charlotte Russe cardigan,3,Women/Sweaters/Cardigan,Charlotte Russe,15,1,Pink Charlotte Russe cardigan size medium 21 inches underarm to hem two front pockets hundred percent acrylic open front
1437,Selling,1,Electronics/Video Games & Consoles/Games,Nintendo,14,0,Selling both
1440,White wet seal scoop neck crop top,1,Women/Tops & Blouses/T-Shirts,Wet Seal,7,0,White scoop neck crop top. Never worn. Perfect condition. Price is negotiable. let me know if you have any questions!
1448,Girl pajama dress disney,4,Kids/Girls 2T-5T/Tops & T-Shirts,Disney,7,0,Girl Dress disney 7/8
1451,Clinique moisture surge,1,Beauty/Skin Care/Face,Clinique,41,0,Brand new 2.5 oz /75 ml. Free 1 big sample !
1460,Marilyn monroe coin purse,1,Vintage & Collectibles/Bags and Purses/Pouch,Victoria's Secret,10,1,Brand new still have the tag Marilyn Monroe Coin Purse NWT. Marilyn Monroe coin or pill purse NWT super cute I love the quote inside. This would be a nice gift for a MM fan!
1464,Lot of 3 sexy Victoria's Secret bras,2,Women/Underwear/Bras,Victoria's Secret,22,0,"Like new, seriously wore these once each because they are too big for me now. Good quality and also very cute. One strapless (nude) bra."
1465,Snorlax,3,Vintage & Collectibles/Trading Cards/Animation,Pokemon,6,1,Great condition Spanish holo
1466,Steph Curry TShirt XL NEW w/ tags,1,Men/Tops/T-shirts,Majestic,10,1,"Cleaning out closet Brand new, never worn"
1468,Nike jacket,3,Men/Athletic Apparel/Jackets,Nike,9,0,Mens medium. Has lining in it. Light weight.
1469,Charlotte Jordan 10's,3,Men/Shoes/Athletic,Jordans,51,0,Size 10.5 need gone asap will negotiate
1470,Chalk Board Hanger,3,Home/Home D¨¦cor/Home D¨¦cor Accents,Target,11,0,Used chalk board hanger. You can see where I wrote on it but it has been cleaned off. When it is written on you cannot see it. No free shipping
1471,Lane Bryant long sleeve 18/20 sweater,3,Vintage & Collectibles/Clothing/Sweater,Lane Bryant,16,0,"Heart shapes throughout. Worn 1 time.. comfy cozy, perfect for everyday or upcoming holidays."
